LotFrontage,LotArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,SalePrice
80,8480,1,0,2,1,118500
80,12984,2,0,3,1,217500
80,10041,2,1,3,1,220000
80,8800,1,0,3,1,137500
80,10400,1,2,4,1,165150
80,9600,1,0,3,1,153000
80,9250,1,0,3,1,139400
80,10793,2,1,4,1,152000
80,11600,1,0,2,1,137500
80,9200,1,0,3,1,140000
80,11844,2,1,3,1,372500
80,9600,1,1,3,1,140000
80,10000,1,1,3,1,157000
80,10000,1,0,3,1,131400
80,10240,2,1,3,1,275500
80,10421,2,1,3,1,196500
80,8816,1,0,3,1,155000
80,11900,1,1,3,1,166000
80,8000,2,0,6,2,141000
80,9600,2,1,3,1,187000
80,10400,2,0,3,1,152000
80,9938,2,1,3,1,236000
80,9920,1,0,3,1,128000
80,11600,2,0,5,2,154300
80,11316,2,1,4,1,214900
80,8816,1,0,3,1,139000
80,9760,2,1,3,1,187000
80,9600,2,1,4,1,278000
80,14000,2,1,3,1,328000
80,9760,1,1,4,1,167900
80,11040,2,0,3,1,145000
80,8800,1,0,3,1,160000
80,10480,2,1,4,1,205000
80,9828,2,1,3,1,239500
80,9600,1,0,3,1,119000
80,16560,2,1,4,1,239000
80,9364,1,1,4,1,158000
80,10400,2,1,3,1,197900
80,9600,1,0,2,1,128900
80,8700,2,0,3,1,155000
80,9650,2,0,2,1,167900
80,9600,1,0,3,1,165500
80,16692,3,1,5,1,250000
80,9600,1,1,3,1,140000
80,10721,1,0,3,1,142000
80,17400,2,0,3,1,160000
80,8400,1,1,3,1,174000
80,11584,2,1,3,1,197000
80,10000,2,1,3,1,240000
81,15593,2,0,3,1,225000
81,12150,2,0,4,1,131500
81,11841,1,0,3,1,118500
81,11216,2,0,3,1,232600
81,9672,2,0,3,1,152000
81,10944,2,1,3,1,271000
82,11070,3,0,5,2,171000
82,9950,2,1,4,1,290000
82,11287,2,1,3,1,228500
82,12464,1,0,3,1,152000
82,9020,1,1,3,1,168500
82,12438,2,1,4,1,361919
82,9430,2,1,3,1,337000
82,9020,1,1,3,1,174900
82,6270,2,0,4,2,145000
82,7136,2,0,4,2,145000
82,9452,2,1,3,1,348000
82,11880,2,0,3,1,157000
83,10420,2,0,3,1,186000
83,10005,2,1,4,1,192000
83,13159,2,1,3,1,224500
83,10159,2,1,3,1,395192
83,9849,2,0,3,1,248328
84,14260,2,1,4,1,250000
84,8658,2,0,3,1,160000
84,11096,2,0,3,1,249700
84,11340,1,0,4,1,125000
84,12615,2,0,4,1,243000
84,10728,2,1,3,1,266000
84,10207,3,0,3,1,227875
84,11670,2,0,3,1,320000
84,10084,2,0,3,1,212900
85,14115,1,1,1,1,143000
85,11924,3,0,4,1,345000
85,11049,2,0,3,1,179900
85,10200,1,0,3,1,144900
85,8500,1,0,2,1,98600
85,10625,1,0,2,1,83000
85,8500,2,0,3,1,115000
85,11475,2,1,3,1,179900
85,9350,2,0,3,1,158000
85,10655,2,0,3,1,284000
85,14191,2,1,4,1,202900
85,10800,2,1,3,1,339750
85,10628,1,0,2,1,167000
85,10200,2,0,3,1,175000
85,14601,2,0,2,1,315000
85,10625,2,1,3,1,284000
85,13600,2,1,3,1,205000
85,12244,2,1,4,1,305000
85,11900,2,0,3,1,82500
85,9187,2,1,2,1,370878
85,10452,1,0,3,1,155000
85,14331,2,0,3,1,312500
85,11475,2,0,4,2,110000
85,13400,1,0,3,1,159950
85,6970,1,1,3,1,129000
85,14536,2,0,3,1,270000
85,16056,3,1,4,1,556581
85,13600,2,0,5,2,90000
85,10574,2,1,3,1,252000
85,13825,1,0,3,1,140000
85,9350,2,0,3,1,179900
85,10678,2,1,4,1,285000
85,10182,2,0,3,1,290000
85,10625,2,0,3,1,170000
85,11075,2,1,4,1,206900
85,10000,2,0,3,1,227000
85,11103,2,1,3,1,155835
85,10625,2,1,3,1,250000
85,11003,2,1,3,1,310000
85,13175,2,0,3,1,210000
86,10562,1,1,3,1,325624
86,10380,2,1,4,1,301000
86,14157,2,0,3,1,377426
86,22420,2,1,4,1,239000
86,13286,2,0,3,1,320000
86,11210,2,0,3,1,221500
86,11500,1,1,3,1,250000
86,11839,2,1,4,1,262280
86,14598,2,1,4,1,214000
86,11065,2,1,3,1,281000
87,18386,3,0,3,1,295000
87,11146,2,0,3,1,255500
87,10000,1,1,3,1,160000
87,11029,1,0,3,1,176500
87,9246,2,0,4,2,135000
88,14200,2,1,4,1,226000
88,8471,1,0,3,1,151000
88,11394,1,1,1,1,394432
88,11443,2,0,2,1,369900
88,7990,1,0,3,1,110000
88,12803,2,0,3,1,221000
88,11782,1,0,3,1,148000
88,13125,2,0,3,1,155000
88,12665,2,1,4,1,281213
88,10994,2,0,2,1,257000
89,11645,2,1,3,1,196500
89,12898,2,0,2,1,315500
89,12461,2,0,2,1,262000
89,10680,2,0,4,1,137900
89,13214,2,0,3,1,378500
89,10991,2,0,3,1,239000
90,12376,3,0,5,1,320000
90,22950,2,1,4,1,475000
90,11700,1,2,3,1,175000
90,15750,1,0,2,1,157000
90,12378,2,0,3,1,360000
90,9900,2,1,4,1,260000
90,11988,1,1,3,1,150000
90,11694,2,0,3,1,314813
90,10800,2,1,4,1,240000
90,10012,2,0,3,1,137500
90,11248,2,0,3,1,285000
90,8100,2,0,2,3,106000
90,8100,1,0,2,1,153500
90,11367,2,1,3,1,255000
90,5400,1,0,2,1,117000
90,9900,2,0,5,1,117500
90,14115,1,0,2,1,230000
90,10768,2,0,3,1,218000
90,14684,2,0,3,1,271900
90,5400,1,0,2,1,105000
90,11700,2,1,3,1,179900
90,7407,1,0,2,1,149700
90,17217,1,0,3,1,84500
91,10652,2,0,3,1,279500
91,14145,2,0,3,1,202500
91,10437,2,1,2,1,350000
91,12274,2,0,3,1,227680
91,14303,2,0,2,1,301500
91,11643,2,2,6,2,200000
92,12003,2,1,4,1,269500
92,7438,1,0,3,1,127000
92,5520,1,0,5,1,104000
92,11764,2,1,4,1,290000
92,6930,1,0,3,1,130000
92,12108,2,0,4,2,118000
92,11952,2,1,3,1,190000
92,9920,2,1,3,1,269790
92,11932,2,0,3,1,235128
92,10120,2,1,4,1,290000
93,12030,2,0,3,1,318000
93,9382,2,0,3,1,191000
93,12090,2,1,4,1,258000
93,11999,2,1,4,1,285000
93,12085,2,0,3,1,318000
93,11160,2,1,3,1,244000
93,15306,2,0,3,1,283463
93,10261,2,1,3,1,186500
94,10402,2,0,3,1,198900
94,13005,2,1,4,1,260000
94,12220,2,1,3,1,402861
94,7819,1,0,3,1,107000
94,25286,1,0,3,1,132250
94,9400,2,2,4,2,139000
95,13651,2,0,3,1,244000
95,12182,2,0,3,1,220000
95,11787,2,1,3,1,315750
95,15865,2,0,4,1,268000
95,11639,2,0,3,1,182000
95,11345,2,0,4,2,137000
95,13450,2,1,3,1,200000
96,11275,2,1,5,1,242000
96,12474,2,1,3,1,426000
96,11777,1,0,3,1,164500
96,10542,2,1,3,1,341000
96,12456,2,0,3,1,337500
96,11308,2,1,3,1,335000
96,13132,1,1,4,1,138887
96,12444,2,0,2,1,394617
97,10029,2,1,4,1,211000
97,13478,2,1,3,1,451950
98,11478,2,0,3,1,306000
98,11428,2,0,3,1,250000
98,16033,2,0,3,1,326000
98,12704,2,1,3,1,253293
98,8820,1,0,2,1,124900
98,12203,2,1,4,1,336000
98,12256,2,1,3,1,325000
98,8731,1,0,3,1,144000
99,11851,2,0,3,1,180500
99,12099,2,1,4,1,354000
99,7094,1,0,3,1,125000
100,10175,2,0,3,1,180500
100,13000,2,1,4,1,193500
100,12552,2,1,3,1,254900
100,34650,1,0,3,1,145000
100,21750,1,0,2,1,113000
100,10839,2,1,3,1,181000
100,15602,2,0,1,1,289000
100,13350,1,0,3,1,142500
100,10004,1,1,3,1,167000
100,12665,1,1,4,1,153900
100,12919,2,1,2,1,611657
100,25000,2,0,4,2,143000
100,21750,1,0,3,1,115000
100,9500,1,1,4,1,165000
100,12000,1,0,2,1,147000
100,17500,2,0,3,1,335000
101,14215,3,1,4,1,325300
101,9150,1,0,3,1,165000
102,11143,3,0,4,1,340000
102,17920,1,1,3,1,170000
102,15863,2,1,5,1,197000
102,10192,3,0,4,1,170000
103,13472,2,0,3,1,386250
103,13125,2,1,4,1,238000
103,11175,2,0,3,1,200141
104,21535,3,1,4,1,755000
104,13518,3,1,4,1,485000
104,11361,2,0,3,1,180000
105,8470,1,0,2,1,85000
105,11751,2,0,3,1,190000
105,11249,2,0,3,1,177500
105,15431,2,0,2,1,555000
105,13693,2,1,3,1,380000
105,15578,2,1,3,1,172785
106,11194,2,1,3,1,230500
107,13891,2,0,2,1,372402
107,14450,2,1,3,1,415298
107,13891,3,1,4,1,582933
107,11362,2,0,3,1,280000
107,10615,2,0,3,2,95000
107,13891,2,1,2,1,465000
107,10186,2,1,3,1,190000
108,13418,3,1,4,1,309000
108,13173,2,0,2,1,325000
108,14774,2,1,4,1,333168
109,14154,2,1,3,1,280000
109,8724,1,0,3,1,129000
110,14230,2,0,3,1,256300
110,8472,1,0,2,1,110000
110,13688,2,1,3,1,412500
110,14977,2,0,2,1,440000
110,14442,2,0,3,1,257500
110,14226,2,0,3,1,395000
111,16259,3,1,4,1,342643
112,10859,1,1,3,1,145000
114,14803,2,0,2,1,385000
114,10357,2,0,3,1,179900
115,16905,1,1,2,1,170000
115,21286,2,0,4,1,135000
116,13474,2,1,4,1,225000
116,13501,2,0,3,1,255000
118,13704,2,0,3,1,205000
118,35760,3,1,4,1,625000
120,10356,1,1,3,1,122000
120,19296,1,0,3,1,176000
120,15611,2,1,3,1,233230
120,13560,1,0,2,1,110000
120,18000,1,0,2,1,81000
120,13728,2,0,4,1,235000
120,9560,1,0,3,1,128500
121,16059,2,1,4,1,260000
121,17671,1,1,4,1,168000
122,11911,2,1,3,1,174000
122,11923,2,0,2,1,239000
124,11512,1,0,2,1,177000
124,16158,2,0,3,1,260000
128,12160,1,0,2,1,149500
129,9196,2,0,3,1,201000
129,16737,2,0,3,1,315000
130,11457,2,0,3,1,175000
130,40094,3,1,3,1,184750
130,9600,1,1,2,1,160000
134,19378,2,1,4,1,320000
134,17755,1,1,3,1,149900
137,16492,2,1,2,1,190000
138,18030,3,0,3,1,200500
140,19138,1,0,2,1,141000
141,31770,1,0,3,1,215000
144,21384,1,1,3,1,223500
149,12589,2,1,3,1,174000
150,215245,2,0,3,1,375000
152,12134,2,0,4,1,164000
153,4118,1,0,2,1,52500
160,15623,3,1,4,1,745000
168,23257,2,1,3,1,274725
174,25419,2,0,4,1,235000
174,15138,2,1,4,1,403000
182,14572,2,0,3,1,259000
313,27650,2,0,4,1,242000
313,63887,2,1,3,1,160000
